project_ID	geocoded	project_title	date_of_effectiveness	actual_start_date	date_of_agreement	donors	iati_donor_codes	donor_iso3	amp_sector_name	donor_iso3	ad_sector_code	ad_sector_name	status	total_c_to_2012	total_d_to_2012	c_2000	c_2001	c_2002	c_2003	c_2004	c_2005	c_2006	c_2007	c_2008	c_2009	c_2010	c_2011	c_2012	c_2013_currentUSD	d_2001	d_2002	d_2003	d_2004	d_2005	d_2006	d_2007	d_2008	d_2009	d_2010	d_2011	d_2012	d_2013_currentUSD
87238109462	1	"Engendering the Population and Housing Census 2011"	2010-11-30	2010-12-01	2010-11-30	"United Nations Development Fund for Women"	41124		"PLANNING & STATISTICS"	DAC	150	"Government and Civil Society"	Completed	232870.06	232870.06	0	0	0	0	0	0	0	0	0	0	232870.06	0	0	0	0	0	0	0	0	0	0	0	0	232870.06	0	0	0
87238109465	1	"Empowering Women Migrant Workers through Effective  Policy Response"	2010-08-01	2010-08-01	2010-08-01	"United Nations Development Fund for Women"	41124		LABOUR	DAC	160	"Other Social Infrastructure and Services"	Completed	13584002.29	9557586.45	0	0	0	0	0	0	0	0	0	0	13584002.29	0	0	0	0	0	0	0	0	0	0	0	0	35616.34	1209058	8312912.11	6944.732
87238109466	1	"Promoting Gender Responsive Security Sector (PROGRESS): Towards Implementation of UNSCRs 1325 and 1820 - (Nepal Army)"	2010-11-11	2010-11-15	2010-11-11	"United Nations Development Fund for Women"	41124		DEFENCE	DAC	152	"Conflict prevention and resolution peace and security"	Completed	107184.11	92212.23	0	0	0	0	0	0	0	0	0	0	107184.11	0	0	0	0	0	0	0	0	0	0	0	0	75028.87	0	17183.36	0
87238109467	1	"Development of Standard Operation Procedural Guidelines for In-Camera Hearing and Conducting Training on Gender Based Violence for Government Officials and Civil Society Actors"	2010-11-30	2010-12-01	2010-11-30	"United Nations Development Fund for Women"	41124		"MISCELLANEOUS|PEACE AND RECONSTRUCTION"	DAC	430|700	"Other|Humanitarian Aid (Including Reconstruction and Recovery)"	Completed	167868.35	152874.63	0	0	0	0	0	0	0	0	0	0	167868.35	0	0	0	0	0	0	0	0	0	0	0	0	117347.47	15574	19953.16	0
87238109551	1	"Capacity assessment, preparation of a capacity development plan, and capacity development activities on Gender Responsive Budgeting (GRB) and Aid Effectiveness"	2010-11-01	2010-11-01	2010-10-30	"United Nations Development Fund for Women"	41124		"ECONOMIC REFORM"	DAC	510	"General budget support"	Completed	54130.88	58126.28	0	0	0	0	0	0	0	0	0	0	54130.88	0	0	0	0	0	0	0	0	0	0	0	0	11237.45	25421	21467.83	0
87238109650	1	"Reinforcing Political Commitment for the Implementation of UNSCRs 1325 and 1820"	2011-06-01	2011-06-01	2011-06-01	"United Nations Development Fund for Women"	41124		"WOMEN CHILDREN & SOCIAL WELFARE"	DAC	160	"Other Social Infrastructure and Services"	Completed	66122.78	19733.61	0	0	0	0	0	0	0	0	0	0	0	0	66122.78	0	0	0	0	0	0	0	0	0	0	0	0	19733.61	0
87238109652	1	"Monitoring the Implementation of National Action Plan on UNSCRs 1325 and 1820, CEDAW and National Action Plan on Anti Trafficking - (NWC)"	2011-06-01	2011-06-01	2011-06-01	"National Women's Commission|United Nations Development Fund for Women"	12000|41124		"WOMEN CHILDREN & SOCIAL WELFARE"	DAC	160	"Other Social Infrastructure and Services"	Completed	139799.18	103421.5	0	0	0	0	0	0	0	0	0	0	0	139799.18	0	0	0	0	0	0	0	0	0	0	0	0	80358.36	23063.14	0
87238109653	1	"Facilitating the Implementation of selected activities of the project “Partnership for Equality and Capacity Enhancement"" - (Shantimalika)"	2011-06-01	2011-06-01	2011-06-01	"United Nations Development Fund for Women"	41124		"POLICY AND STRATEGIC"	DAC	150	"Government and civil society"	Completed	68301.92	64629.27	0	0	0	0	0	0	0	0	0	0	0	68301.92	0	0	0	0	0	0	0	0	0	0	0	0	59099.66	5529.61	0
87238109654	1	"Sustaining the gains of foreign labour migration through the protection of migrant workers’ rights"	2011-08-03	2011-08-03	2011-08-03	"United Nations Development Fund for Women"	41124		LABOUR	DAC	160	"Other Social Infrastructure and Services"	Completed	29412.42	20053.89	0	0	0	0	0	0	0	0	0	0	0	29412.42	0	0	0	0	0	0	0	0	0	0	0	0	9825.21	10228.68	4732.727
87238110548	1	"A57846 - Improving the quality of clinical management of HIV and AIDS cases by documenting and experience sharing among doctors providing ART services"	2011-01-20	2011-01-01	2011-01-20	"Joint United Nations Programme on HIV/AIDS"	41110		HEALTH	DAC	120	Health	On-Going	22000	9620.44	0	0	0	0	0	0	0	0	0	0	0	22000	0	0	0	0	0	0	0	0	0	0	0	8780.44	840	0	0
87238110550	1	"“Linking high risk and especially vulnerable adolescents with PMTCT”"	2010-11-20	2011-01-01	2010-11-20	"United Nations Children's Fund"	41122		HEALTH	DAC	120	Health	New	52481.84	52481.84	0	0	0	0	0	0	0	0	0	0	52481.84	0	0	0	0	0	0	0	0	0	0	0	0	52481.84	0	0	0
87238110569	1	"Providing HIV and AIDS education for illiterate women through community learning centres (CLCs)"	2010-11-20	2010-11-01	2010-11-20	"Joint United Nations Programme on HIV/AIDS"	41110		HEALTH	DAC	120	Health	New	49311.28	49311.28	0	0	0	0	0	0	0	0	0	0	49311.28	0	0	0	0	0	0	0	0	0	0	0	0	49311.28	0	0	0
87238110580	1	"Leadership and resource mobilization for a broadbased HIV response at country, regional and global levels are strengthened."		2010-01-01		"Joint United Nations Programme on HIV/AIDS"	41110		HEALTH	DAC	120	Health	On-Going	71824.09	30686	0	0	0	0	0	0	0	0	0	71824.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30686	0	0
87238110581	1	"Strategic information strengthened and available to support knowing your epidemic, guiding an evidence informed response and improving accountability."		2010-01-01		"Joint United Nations Programme on HIV/AIDS"	41110		HEALTH	DAC	120	Health	On-Going	143152.05	79662	0	0	0	0	0	0	0	0	0	143152.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79662	0	0
87238110582	1	"Human resources and systems of government and civil society enhanced to develop, implement and scale up evidence informed comprehensive HIV responses."		2010-01-01		"Joint United Nations Programme on HIV/AIDS"	41110		HEALTH	DAC	120	Health	On-Going	127073.4	87689	0	0	0	0	0	0	0	0	0	127073.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87689	0	0
87238110584	1	"Increased coverage and sustainability of programmes including to address the vulnerability of, and impact on women and girls, young people, children, populations affected by humanitarian crisis and mobile populations."		2010-01-01		"Joint United Nations Programme on HIV/AIDS"	41110		HEALTH	DAC	120	Health	On-Going	13259.83	10000	0	0	0	0	0	0	0	0	0	13259.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	0	0
87238110585	1	"To enhance national capacities for scaling- up HIV prevention, treatment, care and support."		2010-01-01		"Joint United Nations Programme on HIV/AIDS"	41110		HEALTH	DAC	120	Health	On-Going	30939.61	17410	0	0	0	0	0	0	0	0	0	30939.61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17410	0	0
87238110586	1	"Support critical activities emerging from unforseen oppertunity."		2011-01-01		"Joint United Nations Programme on HIV/AIDS"	41110		HEALTH	DAC	120	Health	On-Going	21828.32	14621	0	0	0	0	0	0	0	0	0	0	21828.32	0	0	0	0	0	0	0	0	0	0	0	0	0	14621	0	0
87238110587	1	"Progressive actions are taken toward HIV and AIDS related policy development in one or more key policy areas."		2010-01-01		"Joint United Nations Programme on HIV/AIDS"	41110		HEALTH	DAC	120	Health	On-Going	30186.39	10771	0	0	0	0	0	0	0	0	0	0	30186.39	0	0	0	0	0	0	0	0	0	0	0	0	0	10771	0	0
8723811109	1	"Crisis Prevention and Recovery Support to Nepal"	2008-05-30	2008-05-30	2008-05-30	"United Nations Development Programme"	41114		"PEACE AND RECONSTRUCTION"	DAC	700	"Humanitarian Aid (Including Reconstruction and Recovery)"	On-Going	3220054.93	2689452.71	0	0	0	0	0	0	0	0	1096802.67	400557.46	1364292.35	-203032	561434.45	0	0	0	0	0	0	0	0	0	0	1534219.33	524961	630272.38	1064159
8723811123	1	"Enhancing Access to Justice for the Consolidation of Peace in Nepal"	2008-08-20	2008-08-20	2008-08-20	"United Nations Development Programme"	41114		"OTHERS: SOCIAL"	DAC	160	"Other Social Infrastructure and Services"	Completed	3545423.24	3175214.44	0	0	0	0	0	0	0	0	1200905.77	0	1746266.26	175623	422628.21	0	0	0	0	0	0	0	0	0	0	1179541.74	1114240	881432.7	0
872381113014	1	"61-13104012-KAT (Education) Promoting education for sustainable development with a particular focus on integrating disaster risk reduction and management in the education sector"				"United Nations Educational Scientific and Cultural Organization"	41304		EDUCATION	DAC	110	Education	On-Going	20239.6	0	0	0	0	0	0	0	0	0	0	0	0	0	20239.6	0	0	0	0	0	0	0	0	0	0	0	0	0	8961
872381113109	1	"64-11204012-KAT (Culture) Enhancing national capacities for the effective implementation of the World Heritage Convention 1-4"			2012-07-01	"United Nations Educational Scientific and Cultural Organization"	41304		"YOUTH SPORTS & CULTURE"	DAC	160	"Other Social Infrastructure and Services"	On-Going	20239.6	0	0	0	0	0	0	0	0	0	0	0	0	0	20239.6	0	0	0	0	0	0	0	0	0	0	0	0	0	14567
872381113168	1	"64-11204019-KAT (Culture) Contributing to the protection of cultural heritage in Nepal"				"United Nations Educational Scientific and Cultural Organization"	41304		"YOUTH SPORTS & CULTURE"	DAC	160	"Other Social Infrastructure and Services"	On-Going	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110737	0	0	0	0	0	0	0	0	0	0	0	0	50431
872381113169	1	"65-11104001-KAT (CI) Increasing Awareness of Freedom of Expression and Freedom of Information"				"United Nations Educational Scientific and Cultural Organization"	41304		COMMUNICATIONS	DAC	220	Communications	On-Going	12103.28	0	0	0	0	0	0	0	0	0	0	0	0	0	12103.28	0	0	0	0	0	0	0	0	0	0	0	0	0	7057
